Frame,Elbow_Angle,Shoulder_Angle,Wrist_Angle,Hip_Angle,Knee_Angle
2,148.406273001279,124.6012146921219,45.627134541456954,47.15724988134039,76.00410103575568
3,147.86417320025078,109.10629488872443,29.382203990781274,63.47793836636932,139.44449771247386
4,161.19052259628094,113.98078506224809,22.869834017505134,64.40022726229454,124.5935593211652
5,159.96478695262493,105.1095279914655,18.751964363095702,72.04926753202136,132.4538371167358
6,133.85543383315425,85.80276424094558,27.347860191286568,69.14350377274587,139.94804569229035
7,123.97010164160855,61.03334814238079,16.880202941087173,70.3028149252127,137.0348929485523
8,134.0507648623668,67.738700481749,13.279560720425318,72.19246010219396,140.1602845314199
9,168.99446046119715,54.31320811158036,32.31031249458451,80.2444427134897,147.17261417278834
10,142.60183123161275,79.99284199330455,25.00341296246086,79.39622615100669,148.2612310422985
11,173.25192121814848,49.95825930028263,32.1021703573325,90.87251009697783,152.01331700166816
12,139.48021184317784,56.03854739226949,8.253561671695874,94.47470408010841,155.81745075879593
13,140.6543245664881,102.03049150354869,52.40341127091241,90.67796997566326,145.43819801870572
14,99.38571335930314,130.27765678442472,61.007523524173706,144.55335893723597,170.02620397795513
15,179.91215956086978,178.31454123536372,78.11430825440888,84.55088014092341,61.27917129625281
17,179.98145392710657,12.16835591303783,4.119410671670427,171.14711459917058,179.08216167316823
18,179.15485000504725,13.603881847733655,4.730158708639759,174.3876859873604,177.6322765670579
19,176.74353754531253,14.760364400504145,4.5178474878853265,177.13650714424915,175.82924058869534
20,176.15390713924734,15.034499772037673,4.492266194084275,177.78868910055553,174.79921719786805
21,174.4694114970366,15.334658998714112,4.287247183185875,179.34963543784298,174.1296188067075
22,174.96643366945682,15.05150961665352,4.4610050210184005,178.92257157628083,174.09804931190578
23,174.81119064830457,15.076960897325522,3.474956960991818,178.01524330785497,172.57438177561664
24,175.9918864104299,12.93747780555621,3.4602685828771893,178.65864494822108,173.34489220983176
25,174.02772934468666,14.01672920570037,2.6968864488082103,178.64955551036485,173.39217873545195
26,174.00382871611924,13.852590554888586,2.6932975816361213,178.70378486502295,174.17727131505922
27,172.65912532459495,14.712240425809993,2.0093803408361897,178.8608642927782,172.8309226733441
28,171.10828349709743,15.819834159610556,1.871808894717934,179.16437703661686,172.1583443359547
29,169.77877993677282,16.523537746096352,1.1078758181539894,179.05809551398514,172.42812207695422
30,168.04676961426557,16.918519677458026,0.009648660530929467,178.89056441632493,172.85142101066276
31,166.92288275631898,17.985798099529376,0.06145853942238824,178.90969589691213,172.37578175746825
32,164.66546748851255,19.48711425702543,1.378615951642559,177.89873612100985,173.40752600816307
33,165.50482327370653,18.791878042283166,1.1944647358511038,177.2900156030983,172.831066585695
