Frame,Elbow_Angle,Shoulder_Angle,Wrist_Angle,Hip_Angle,Knee_Angle
1,175.90493980296066,12.454991216138248,2.4150465392855622,179.31202427279516,174.0635814739951
2,178.54839004812266,11.398142632207897,4.175512593929694,179.29104128737896,174.28359206893683
3,178.81769453777267,11.570206247145336,4.539557001058648,179.10840135042037,173.85259334790481
4,179.49674441490325,11.710710033401893,5.191890110933832,178.6696145517178,173.9687194514468
5,179.88677503689541,11.74393632332414,5.633594776369573,178.05714604256084,174.66503968594424
6,179.4180609786469,11.90845278613049,6.3265706161597715,177.72607599647068,175.0186035586482
7,179.24791305023138,12.433703704298875,6.806675737499249,177.42936380359234,174.58197042116862
8,179.15282069732925,12.625820388500067,6.949552562521611,177.47914724430498,174.51526572695684
9,178.79606344682807,12.695588524509619,7.244847585864182,177.40121615004753,174.2699938385539
10,178.82242156384464,12.817510944476318,7.250863699977425,177.40153625657152,173.7939318315537
11,178.79259692970854,12.86002002246617,7.280600016070609,177.41510513307898,173.543684257478
12,178.73740905297612,12.919113626065087,7.358593820435743,177.62300674033702,173.01268122822802
13,179.47463461088702,13.363801928409933,6.903281656973511,177.20337385290745,173.39234808538038
14,179.64722764792003,13.492743359333033,6.723124447685776,176.92975976754644,173.65797471423284
15,179.5373187038312,13.418255013359484,6.685679511663707,176.30914951764353,174.0811998060127
16,179.64653590995457,13.427632563435939,6.622902728808438,176.13806189321033,174.68775897392592
17,179.80303175201823,13.517048733726488,6.51892740003026,175.9850820166831,175.39562865589636
18,179.8936256173527,13.542961734279746,6.459388356450278,175.9735116171212,175.97523450436717
19,179.3256835766508,13.947076582853931,6.083566892295735,176.04816134391118,176.77836330107428
20,178.9394802107665,14.084984172508031,5.808714670416406,176.03953052852685,177.55871917022046
21,178.61991332666727,13.93016757639557,5.508159484093954,176.5283564903136,177.15711035102265
22,178.38024913369813,13.818694433832457,5.17863516922959,176.61666820362112,177.0337787446692
23,178.29727842419265,13.692819246232613,4.973486191972185,176.65208762644207,177.00931805374717
24,177.5894068564756,13.744872964079573,4.4842255638921795,177.46101453530565,175.91828200824452
25,177.14752143695597,13.654387937730679,4.04548387641366,177.41857895320996,176.02205243275546
26,176.41419620184894,13.633451242369501,3.4274618266230874,177.82081803079885,175.59701815861217
27,176.14635821683078,13.646960086185247,3.178948539542977,178.00556049375703,174.81690482214236
28,175.42385417071813,13.559040233792697,2.616260698884758,177.7554543532626,175.63650759735563
29,175.26073650737936,13.271427750643843,2.1838239643839397,178.02166041409552,173.73773025223556
30,175.27145055197394,12.908210747414113,1.9682881464145556,178.14758334445858,174.0899615986322
31,175.10560510692864,12.771419812026426,1.768519621117358,177.76916445262205,174.13653687659087
32,175.14720959844686,12.300199454741344,1.5509594710199426,178.1630728570054,173.76265080652465
33,175.11802941119728,12.0232316837699,1.3348311370238657,178.32329481797376,173.69751518202534
34,174.7108100586017,11.998398402232798,0.7891908847196669,177.851388053867,174.87422461405777
35,174.65888181026213,11.944589794300052,0.7089443227343022,177.97413756672782,173.37389473995145
36,173.1453295063707,11.702804888462989,0.9023480792057699,178.01903198622546,174.00421254602765
37,172.49771601222142,11.414197141488218,1.6495672641113657,178.22759595312394,173.68988067756345
38,170.5086377140197,11.301595107947449,3.7598085606754412,178.80133633647165,173.41547271747737
39,170.0952775359282,11.337317875989372,4.129734026915083,177.73251079226938,175.2443059999499
40,168.93666817630358,11.353842752546141,5.204923365964317,176.2392648454162,177.20097430694707
41,167.22121438413464,11.807770482404413,6.514133088141405,176.687058386614,176.2530167156507
42,167.25789225670943,11.740055531038768,6.472746541926366,177.36215525846112,175.103567967668
43,166.8571513137371,11.68009402196759,6.951195791280073,175.3118333203878,175.20896785394964
44,178.93469318448672,8.84014341347803,1.657825162001998,169.99218507478682,179.77049382211638
45,176.25263402496304,9.693017369062796,1.572711213054972,171.11861501943866,177.7616166425574
46,174.05267364289517,9.994685106782523,2.5281879178908504,172.51428447113275,175.52263647038316
47,164.54605149333764,10.033218818626578,11.217868317177699,174.12788017904256,174.3595049561211
48,163.49770903760776,8.913210393202304,12.700569242084017,175.04969083621197,173.1535831938064
49,156.58104822831572,8.720518608951755,18.561595519550288,175.88047851552273,171.43809877946362
50,163.92264042469142,9.170550111314654,10.584571541247682,175.50468408413028,173.2636676979557
51,165.29072145484983,9.81479897750056,8.547335457182367,174.82048515499625,175.072535755775
52,164.55876011417166,12.103335092446288,7.621952386578474,173.5020208672685,175.20818531062545
53,164.9539478921475,12.520043540094875,7.1883354266160655,173.0719886626609,175.8575999677362
54,168.32103242631922,11.360731813516495,4.813161213881629,171.63316881117424,178.19626102874608
55,168.0700386976359,12.32254905661756,5.0468079721144745,170.71982851749763,179.63101401407283
56,167.8046023038504,13.09868189576372,4.9284263589578,172.67767184480138,175.82792238538858
57,167.54104942871456,12.874673485088039,5.150118016849454,173.5755676241209,175.145122114537
58,169.3650824091914,12.488441827600191,3.6032697878352193,174.27544876930318,174.775429453623
59,171.24764750584555,12.432553685776398,1.5875085394962765,174.49922516935504,175.41016792799692
60,174.03553733492984,11.738916484203818,0.06860143155128882,174.4512057827175,175.11832705436223
