Frame,Elbow_Angle,Shoulder_Angle,Wrist_Angle,Hip_Angle,Knee_Angle
1,168.97546363522113,17.330689118712883,15.47916516978006,158.65705030568174,169.7817944887509
2,167.52592679339776,16.640707037846955,15.997868216736721,158.31104333625854,168.2592537116209
3,167.3368721527286,16.463613668569046,15.924962430180562,158.116797770257,167.17278773340487
4,167.47583788040794,17.062663973330697,16.040568243771062,157.48536353275568,166.93958215192652
5,161.51430680018416,16.509501779470188,23.530047664331494,160.7181433341959,165.00437412438004
6,157.1102725419039,15.670627550821798,27.980144441453902,161.90112673649915,164.5192646042031
7,153.35228915202592,15.839918759665691,32.74597696936111,163.44900794717594,164.32396307979857
8,140.25748595236294,17.425712339576794,49.118401160293075,165.65320234695344,163.43966589781343
9,129.75163060603742,16.87236678045706,59.50134535312594,166.29080140872577,163.99925060896706
10,135.01937171229616,18.570567907210545,56.97167682076183,167.41856439016016,164.31856906895501
11,101.57248943737339,39.877053729318405,113.16261312493123,168.74995557069698,163.4477648338462
12,27.009984205477455,31.471154765011182,179.9594420181331,169.17320209288803,163.3491883183631
13,25.498158910090044,30.08398486764982,179.44562679676218,169.2932430055756,163.0147274610211
14,25.451607884106163,31.7443644330391,177.43902148072058,170.24988877101097,163.77658135033826
15,26.59347108926568,37.74954146212185,171.4426992237996,172.78291354409896,165.0337702418524
16,26.62491243912277,38.1612644638979,170.68861202439865,173.77804535524882,165.71418097323814
17,30.421099307728625,45.611677283501955,166.04362124726327,176.41871418267746,168.19399136332092
18,31.045614539375347,46.47412968068993,165.5773740205879,176.76281366297562,169.15046749102467
19,34.75879392441268,50.12398275585191,165.69221064562524,177.53093220690837,170.85257798331767
20,53.9013597558501,70.647910769956,164.4387325683087,178.99513885776219,174.92465914080833
21,60.483898472061995,76.55979840713607,165.33376632669717,178.90269952467582,175.59162678370237
22,98.30463864482947,109.3366607361659,170.92384943242922,177.85180888981822,175.76710297237003
23,121.15552918532146,130.14490036243603,173.33716718844272,177.91162292871562,177.35093426323607
24,122.48038261287546,129.63322295337485,175.1675960631018,178.34072942322499,178.41585818480593
25,152.3046211240704,146.35395566577012,172.22438661011103,179.2484209776229,178.90623597488892
26,164.45777548341215,151.0374414346075,164.20784663071169,178.63454975579737,178.71744291644205
27,175.61203344014922,161.85449969490955,155.07013901230036,178.3123187691398,177.40029002477485
28,177.71785810846163,158.70193993097146,158.92697448572352,178.15670287494981,175.8957221692144
29,178.45587580392922,159.23861703486762,155.3567385720396,178.00237104359044,176.86448787668337
