Frame,Elbow_Angle,Shoulder_Angle,Wrist_Angle,Hip_Angle,Knee_Angle
1,25.564547753221742,34.552833094733174,138.71874652491226,130.464399020997,127.49066938465639
2,65.51886727690407,34.7574164217647,100.40199830493685,130.34053363242856,134.83924341217008
3,165.01475680410562,38.21771695444052,32.063970257203856,134.43320465564798,146.10313282332757
4,82.52091656283486,51.063644969450635,69.31773330387306,137.39898580489069,157.5520603198668
5,66.79650088795155,53.00990520154802,83.40166843733527,137.6373205675747,159.5229995031588
6,41.14632827217772,44.439935006802955,120.85587116784744,132.21086316504204,158.55677951504896
7,101.12771868229636,37.48701730054675,65.5129252601976,130.67742477508293,146.9727234357088
8,108.38487990753151,35.82090442514192,59.446990358768424,131.47999817054122,147.72899480116124
9,148.0514986542759,30.665232376081676,23.064368028954654,131.15622272476068,141.9908110967106
10,176.50671606749742,30.42941579059087,13.661432914407177,127.2289231394697,131.53670777456384
11,160.4924018562093,28.490699755006876,27.774937868661276,126.39435938798381,130.27316831018422
12,160.77293854941593,29.012432930098143,30.294734995587064,127.08272013708452,125.48581570383556
13,92.6462646500773,63.04471430439032,136.48970614755905,130.7565417299132,119.79745060358543
14,61.4270656309967,67.4976640502386,177.77604887849418,135.6468550488923,118.13037773861214
15,61.42757968943463,65.75440464579187,178.3486868460515,138.45069935980558,118.92073712956045
16,53.49916940091802,71.13750803642813,162.6197014101638,154.57972622965428,131.59652033332557
17,55.832038733825975,77.58992058531202,156.04166875393557,161.853274064703,143.4507484637619
18,50.79152184300644,79.32533228838416,147.93822232168247,165.80201482266685,147.24074304454228
19,59.67277123432825,92.52663043119858,143.45209057235292,167.07555021172274,154.3438936160303
20,72.1087194678015,102.03893129059844,146.46595466446888,169.52031066631596,159.85465768160262
21,73.13014138361505,104.4841955647344,146.4952698216524,168.31823609264347,160.8377464447452
22,138.57440797261685,126.98555795443963,171.10317291563265,170.560759763281,163.83344176657508
23,167.1665515343426,139.3398206985709,153.4911372239388,170.8075295584232,167.7172633748102
24,171.52469742426234,139.7849297188205,149.46398818777638,171.6389940932952,169.57593881864497
25,173.80371227199555,136.82665643050203,146.55971703507046,175.0471564836353,172.45798280819713
26,164.6966820311103,130.10361227980357,149.72887542811665,174.44925867331088,170.2099390460502
27,162.36902810045504,132.644680005885,154.4398940484374,173.67777760841034,170.2362506288631
28,173.0155490281833,135.86565059971724,146.60377216042224,170.39748915259975,165.25568909213297
29,177.1760606107174,142.5405967238072,149.88475897339399,171.34983475110369,162.99596459301648
30,179.46482353954173,140.29611037111164,144.5070490764975,169.65001509974655,158.8979250512459
31,174.0204424389182,140.8799658348435,140.41128318489237,169.34065463341113,153.8728951112311
32,176.1550326194039,126.17651333977389,137.56218142662502,169.88450553725275,148.88166885978148
33,155.71588622554304,116.62853614508468,148.934173831991,169.95429327592427,148.22449145797037
34,119.03115715335542,86.04304690656376,155.3153761872019,169.61745293084132,149.28838764663737
35,111.25696899494245,67.4639030736854,144.9749686778302,171.33734393965736,155.0579281753209
36,113.15267321998927,68.18182270328677,143.74203672239284,171.80841149168273,156.6221647832216
37,128.3152935522396,51.794319375057306,112.083285446578,169.0018422125159,155.85681191849642
38,129.6212054409963,38.241752682098735,96.40531541292327,167.45297872205055,157.17166453639996
39,130.9763849110026,38.125242646166924,94.8660897891121,167.63105063738462,158.61201658387063
40,138.07625886465777,22.672379630229287,75.69283728962354,171.57523474821446,162.45281046426808
41,147.60170896931427,17.20852776579278,58.90320901306615,169.79314869985984,170.87228094149933
42,148.81260140098257,17.6219070220454,58.18255256240273,171.9923665634333,175.75210296950186
43,153.3209107209743,15.592209419121716,21.580789748910306,177.32847738407074,166.17151415199282
44,163.3342014637412,17.885748900315694,9.493836143554596,175.5139422374611,178.68157273431706
45,172.87443060494115,17.02303149755781,0.4145599628684833,171.66345783225168,178.5841837266906
