Frame,Elbow_Angle,Shoulder_Angle,Wrist_Angle,Hip_Angle,Knee_Angle
1,124.24635589731862,6.075268670282905,48.29548596483463,152.02078600603892,159.08631094884626
2,127.62370797904651,7.735500365086043,45.84820048792947,151.3734077304738,161.965895561679
3,139.4331668537424,8.876452755484017,33.77943088942388,148.8028828277224,165.93195760129603
4,139.94327284531647,9.280495947037867,33.31620376371028,148.5245287544765,167.34054010030476
5,144.0377881519933,9.931326610593521,29.28595666418849,147.87109912223372,168.35448918259613
6,146.9648474698049,11.45249582983178,26.972741540971462,146.0520980449117,169.6266483634592
7,144.08315334330666,8.551686451196675,26.845474883737346,145.92559371433538,166.9026237526428
8,148.7154198039985,12.365235539933943,25.95899167900421,145.790235769116,165.85466541586396
9,147.05903638900568,10.492973671706189,25.94900214904881,144.3684396677123,162.39300389985402
10,148.33939068138932,14.762477932227695,30.364156692123345,147.79411837673555,161.96180219219144
11,150.777006250815,15.47772562977904,30.20832466870072,150.0603571609392,161.50805018476507
12,142.74050876859062,17.243877012623805,42.09946408716184,152.28646164550625,156.68863986666437
13,144.799294887995,17.722329828303348,41.73058040758168,153.87103533764906,154.3787313303905
14,145.17478092254214,19.714294025391844,44.52841684997298,154.86824070393348,153.31151377834271
15,142.0602396799968,20.82657318010622,48.765074951088266,155.72426644116365,153.1174513812731
16,107.96521736929697,24.34016661040377,87.03034349775321,156.3632976379319,152.5351857676464
17,59.06206857282469,26.401452097291003,138.85914409633634,157.09812589005256,151.6415706661283
18,32.376626134559835,31.306793257495535,171.74923868892097,159.31246527373307,151.4278336584217
19,30.554368081987132,32.4678420399024,175.18426321985777,160.339999335355,151.75651268945924
20,31.531822414297636,37.12163648250481,179.78360254177136,162.30327751533682,153.31192813418048
21,30.580681021529088,43.52640465437316,170.49518201645617,167.39748706442174,159.6672651306107
22,34.569276165405284,47.37761811162231,170.11502767138674,168.0573151629682,160.25774415197094
23,34.99692570651978,53.87323865648333,162.88942735037728,171.26063522711976,164.12113178716706
24,34.71726919284494,52.255310219835344,163.5410863566887,172.54809255612983,165.57602932619182
25,51.71804309191303,72.80008194643919,159.81004102474307,175.43417791617125,169.81083337293697
26,50.855440445552716,71.96818818886209,159.59875955995253,176.9600408731973,171.52062488822008
27,65.5605974446172,85.26684624042166,160.4528011161399,179.3315013061369,175.87495904462827
28,71.2310606224126,88.25508984985461,162.25963439485122,178.73931319035933,178.34296131644038
29,83.27031284321342,98.52302845791858,164.23218397039946,179.3143686793457,177.99673500016647
30,125.42467923731387,123.29563075651323,177.58719949940945,179.50057424692207,179.683170650432
31,134.02443302646114,129.85690097781895,175.3775660377306,179.8697163989758,179.4253433591549
32,164.93351671127013,146.6498800978237,161.25733666405665,179.62626150672165,179.97461413936796
33,170.6814133627704,150.2023884708725,159.14102274082688,179.92016431470788,178.4155676686915
34,177.12550745843308,160.45174238441564,156.76211565061482,179.97981773299665,179.4732717621755
35,166.7414977361064,147.37560230795705,159.33405831824365,179.6701277726313,179.15853726648749
36,176.17465780008592,154.95027990380564,150.62905195950535,179.9305855378263,179.8638981112758
37,171.7380934382549,158.3688613169233,148.9030518878014,178.24422334408106,178.61207307563507
