Elbow_0,Shoulder_0,Wrist_0,Hip_0,Knee_0,Elbow_1,Shoulder_1,Wrist_1,Hip_1,Knee_1,Elbow_2,Shoulder_2,Wrist_2,Hip_2,Knee_2,Elbow_3,Shoulder_3,Wrist_3,Hip_3,Knee_3,Elbow_4,Shoulder_4,Wrist_4,Hip_4,Knee_4,Elbow_5,Shoulder_5,Wrist_5,Hip_5,Knee_5,Elbow_6,Shoulder_6,Wrist_6,Hip_6,Knee_6,Elbow_7,Shoulder_7,Wrist_7,Hip_7,Knee_7,Elbow_8,Shoulder_8,Wrist_8,Hip_8,Knee_8,Elbow_9,Shoulder_9,Wrist_9,Hip_9,Knee_9,Label
87.91539643005268,76.48307575214943,170.1271984094658,175.62543469864042,153.7195815870102,133.53730360044952,123.09953199686524,170.96184612621244,177.20187836397312,159.7214354539693,28.56397511856232,13.904712184029428,165.83832006635586,179.14601565831572,167.62920353968968,42.845296575282376,32.7313172192292,171.57987744775963,176.91309932447388,173.29814542856275,153.8005703074952,142.55145079142775,171.11269328917908,173.95517743499622,176.2456640308792,154.42791106432458,146.95503900660572,173.1156184807622,178.52047687768763,174.12460689985275,160.90650455679676,150.44384301426572,169.97044284737152,177.61749989095966,177.75407883184857,156.26736185205084,145.20485445557236,170.87366717021493,174.00410519103892,177.56351152847247,161.77822171259163,149.08697444374027,169.76767112727643,173.9288566275321,177.14444586860597,164.70840151123082,149.73978132601076,167.55693185381304,176.07545828684297,179.92539203103658,Made
90.7633506942078,77.91172030162365,168.72642900506304,175.23996131531976,153.9378139636033,133.77424160779063,122.98207496713898,171.28179639865314,179.98664032943347,162.94166533182067,116.6169954553298,107.89948786931215,172.24881872964025,179.79336185979147,168.17244990306358,26.990901734437657,13.718863371005565,167.21365200477868,179.03501519182353,172.0468302019252,152.27394846031245,142.44899141832124,172.0921598640137,175.12903036573806,175.54526371488072,142.3567042019225,139.5218213564576,177.19098135394316,179.6508044087933,173.4686342237881,158.44118384194272,148.19993087518895,170.0786339401129,178.48350584919527,176.59837571983118,158.35210862704014,146.48596602686962,170.11682877561557,174.70513048770437,178.1466656226552,161.9845096231763,149.22381401518942,169.63737349880432,174.5265714831442,178.26304128621987,162.78266097298686,149.53296139454392,169.05103203257283,176.34467412229802,179.5327417918282,Made
36.12961798079954,54.44872014200146,163.6499170570048,173.61958670922328,167.06452103391237,58.977293537624135,77.8847198466011,162.49907504749604,177.42053330452444,174.4644405896897,60.38431870364369,79.32875722861023,162.2798034129321,178.22038732984885,175.3783783035624,73.07836000414791,89.81225415830787,163.91271822415214,179.92133917568137,178.63328890392887,95.92433150456286,108.49911393522456,167.70626311994675,179.80355385348102,177.8942078741451,101.46964696700653,111.7300798187998,169.96920542488326,179.71921861651953,178.24690189009482,124.1242149523486,124.33006052579016,179.8384879632145,178.83517602003948,179.38664927317112,166.4729695293546,151.84059276995336,164.41349048226192,179.73468203820815,179.8820172939116,178.4923128011918,157.32932154948588,154.39071866199146,179.6073405861978,179.20067293033085,168.69614583094034,159.28607356367962,145.8423389143203,177.30021758545456,175.44502072425016,Made
31.21428030057845,44.344745672997774,165.8800697219026,170.28955273605703,175.23790248495737,30.91279432746833,44.81680291823961,164.89267716061718,171.19883170481617,175.22705895683117,31.025551976720436,45.75434667896299,163.40346356849693,173.57158864075268,177.95531378825174,33.74929401037524,51.8830792144363,159.8980715855908,176.23861480857192,179.79265922286862,36.05882725609364,55.07205431152002,159.1208251775851,176.3720366743321,179.9370932705091,75.62810619046536,86.60842495725548,167.1252124617827,177.3658463764011,179.8780336827286,73.06564617682531,86.29191503360855,165.03540094750912,177.47380769221698,179.67759933023868,83.84880589636555,98.02387449688098,164.33373320847778,177.6142444365697,179.5425494533932,102.35120598499888,114.84650715742534,165.90108230806018,177.74442318596115,179.62441042610854,104.4221958945761,114.2863652284847,168.623170579632,177.9280558793521,179.94712614784112,Made
38.656394164231536,55.512185859356016,164.88720493003396,176.95174168406774,170.89413745296605,49.565963133745136,67.9291081918933,162.97717578167453,178.57080238524173,173.47624902014883,70.36227046534778,85.97276623947334,164.70136939499508,178.91426194469298,177.7169087674172,80.1449257041434,95.03821376901926,165.60687833442816,179.38924762828756,177.35102585773947,125.43304394177406,124.41930802977647,178.12988052559913,179.99339705851412,176.65253819896674,134.42700304257366,130.92552168479557,175.4219325547566,179.79943086622586,178.32375740858367,172.8685114208079,157.74610819078558,162.5589873831937,179.6740742981044,179.40670517808454,175.31646762532438,158.09996310476106,160.8073269805563,179.54694683982373,178.54726283265623,174.0846242905754,164.49347625106455,167.4010887307774,177.83811548780383,178.39472606725977,173.98957116085822,159.98988347835055,164.0612297131002,179.1926483851823,177.70377699614127,Missed
75.20474116581015,90.99028706338646,165.11736274228525,171.83160895539064,155.8855111179324,90.02520279421805,106.02971558016782,164.78903882195388,174.56865601128806,162.3294883693665,91.07001158660648,107.06882585709288,164.93248682998987,174.72572544282036,163.95211062680727,98.80404620896448,115.14037362126884,164.25477157978375,178.02840655009862,169.34357990287,103.31111283513562,116.33708487372051,167.43885037750877,179.14960308453422,171.8364416228826,119.49236815374906,127.80194861788272,172.72946854077185,179.4107604394515,173.79106765818946,149.9184510903331,144.58014700170983,174.22332643444676,178.56184900554152,177.56403656628004,153.8732527469545,146.1551103282728,172.16749286680866,177.4301215705064,179.1850060138778,170.54751404141032,154.4735919000558,164.308288053973,177.45426440556548,179.5765471659985,173.01097806069356,152.11017657496458,159.69136618099424,176.86320438710874,179.01666482388936,Made
34.71726919284494,52.255310219835344,163.5410863566887,172.54809255612983,165.57602932619182,51.71804309191303,72.80008194643919,159.81004102474307,175.43417791617125,169.81083337293697,50.85544044555272,71.96818818886209,159.59875955995253,176.9600408731973,171.52062488822008,65.5605974446172,85.26684624042166,160.4528011161399,179.3315013061369,175.87495904462827,71.2310606224126,88.25508984985461,162.25963439485122,178.73931319035933,178.34296131644038,83.27031284321342,98.52302845791858,164.23218397039946,179.3143686793457,177.99673500016647,125.42467923731388,123.29563075651323,177.58719949940945,179.50057424692207,179.683170650432,134.02443302646114,129.85690097781895,175.3775660377306,179.8697163989758,179.4253433591549,164.93351671127013,146.6498800978237,161.25733666405665,179.62626150672165,179.97461413936796,170.6814133627704,150.2023884708725,159.14102274082688,179.92016431470788,178.4155676686915,Made
47.07246217516671,58.013227819543935,165.7799930244006,177.5712138992925,179.34323289318726,54.16763016187901,65.62043399924909,165.3757748469793,177.36797235189746,178.90638848226305,71.6099099214616,82.105061378999,166.66996876498098,178.03797879169113,179.56202098557182,79.7776705384643,91.52283215852508,165.7515195033264,178.78171245123974,179.73482630743467,106.06114889863686,111.51952344571384,172.50949489848227,179.23334878357366,179.89378490294357,119.22981621615584,123.3439891409794,174.12321204363724,179.66146236193873,179.76356402094294,162.2953187910109,155.11740679255357,174.12834038446087,178.98207774101493,179.89734093099537,164.75946387718582,156.73986423160264,173.13362003384438,179.04219772001514,178.62228578505207,171.5357161271385,156.88941177410476,166.61284340232703,178.86566475638023,178.08392821955482,165.1289415441434,164.77768723933147,179.87831138371868,177.19393129587118,179.2885063464775,Made
22.67972228246172,38.18002434084706,166.48088566286708,177.7408770447318,179.51378587041827,29.53805777394385,45.71609831144177,165.693071873804,177.45539101840814,179.59429352627882,53.24962510500024,70.48185399589808,164.73169664884358,176.95297278184813,178.76131036646964,93.64561495886312,107.35350935258566,167.46719214134356,177.58437677425547,178.4560120871932,99.70740402616748,112.39463711360042,168.02427601023038,178.10214410634254,178.14763915476362,132.03682047398672,138.96030353374277,173.79023855836743,178.2589280600034,177.9384644061531,139.51647588075204,144.0730234255925,176.11196133916488,178.43807646546077,177.78550275092627,165.95396264958373,161.01442094052211,174.11988525151773,177.83406282512215,177.05894295478427,171.3752123187158,164.5552481639839,171.95526603423883,177.84516871582412,177.5749130665951,179.52649775015473,169.97385618737192,168.41606769637804,178.1884278089997,177.95541600749846,Made
14.309366356722768,28.84352977931028,166.48524385494082,174.47227757526264,177.0364982687829,11.682038332447036,26.589847051590937,165.97861440735454,175.02085043944484,177.3893519508607,50.30403926175992,64.2328988678459,166.86370792482214,174.8015812754173,176.55796630953702,63.10789278254497,77.16146247561052,166.5354437836799,175.21482599998382,176.42448863011757,77.00376796817424,90.66626233598156,166.24752153581474,175.74912924204946,176.38725653910814,112.45226604587208,124.17435403919174,168.02514501527904,176.5123190203489,176.7964485479603,115.09660948958872,125.4735011750924,169.12459594597829,177.08421174215488,176.9738224466655,137.9145293973454,144.51700437720365,172.91992915393243,177.29651852982116,177.41554159907696,160.3070844872636,158.42807379993806,178.46696658813582,177.27713087033976,177.42062061658606,178.28144814056557,164.98319630760852,167.27552110073538,177.62158313989295,177.87889795577723,Made
